,Reason Lists,Labels
0,"""Jinyev.""
""They're doing couple therapy and trying to reestablish a relationship."" Yikes - hope the two can solve the problem
“… Try to get them to this point... ""
""Another person familiar with the matter told radar earlier that they still have a long way to go, but they hope that their marriage will be as solid as a rock when the new child is born. They added that they have never been the same since Kanye's collapse, which took a lot of time...""
""The result could be devastating for Kanye, his marriage to Kim and the Kardashian family."" At the same time, it is reported that the infatuated couple conceived their third child through surrogacy and sought help from a psychologist to prepare
""Kanye launched this lawsuit and has opened a can of worms.""
""A source told us exclusively,"" said a family insider, ""that the whole lawsuit could blow up in Kanye's face, because if it goes to court, all the secrets of him and Kim Kardashian will be revealed.""
""More: Kelly Jenner cut heloe Kardashian's hair, which looks really amazing. Previously, contact reported that the 40 year old rapper was fighting a bad lawsuit with his insurance company, which refused to compensate for the loss caused by his cancellation of the San Pablo tour. ""
""She wants to protect herself. She can't blame for all her mistakes."" Musee: it's reported that Kelly Jenner is pregnant with the child of her boyfriend Travis Scott and is expected to be born in January! ""
“… A good comb, especially for her children, is so involved and may have an impact on this, the person familiar with the matter added. Kim's worry about the current situation of Kanye's illness has incurred millions of legal costs, just getting more and more expensive and complicated... ""
","['Satire', 'Sensational']"
1,"""Tom never explained why he would never see the youngest child again.""
""She wants to talk to her father.""
""As she grew up, she asked more and more questions, and it became more and more difficult to protect her from whispers.""
""Suri is confused about the lack of communication between her parents, which is not surprising,"" the source told the journal
“… Brainwashed by the community... ""
""People familiar with the matter told star magazine that Suri was accused of not speaking to her father publicly because of her status in the Scientology community and Katie Holmes' concern that her only daughter might...""
""As far as the world knows, Tom Cruise hasn't seen his daughter Suri for more than five years.""
","['Satire', 'Sensational']"
2,"""Be sure to subscribe to our YouTube channel and watch interesting exclusive videos with your favorite stars.""
""Love j-14?""
""All right!""
The magazine reported that the ""wildest dream"" singer has been contacting her ex girlfriend since she starred in the Broadway TV series Sunday in the park with George in New York
""The tabloid reported that a source said Taylor was the one who contacted the actor because she felt more mature now than when they dated in 2010.""
""Tyler and Jack were too young when they dated and she wasn't ready for a serious relationship, but now she shows Jack how mature she is,"" the source said
""She's very happy to see that happen."" In 2015, a rumor circulated that the stars were connected, even though she was dating Calvin Harris
""An unidentified source told Star Magazine,"" he said he owed Taylor an apology for how things ended between them
""In June, Jack met Carla delaviny on the Graham Norton show and asked for Taylor's new number.""
""Since then, they have kept in touch, though secretly.""
",['Satire']
3,"""Mel is very candid about their quarrels and arguments in front of the staff of"" America's got talent ""and other programs,"" said the head of Los Angeles television
One model, who declined to be named, even claimed that in recent weeks Stephen had ""acted like a bachelor.""
""The handwriting has been on the wall for some time.""
(photo: Getty) a person familiar with the matter said: ""since they got married, they have been troubled by all kinds of problems.""
""The source said Mel's loss was due to a series of arguments with her film producer husband over cash issues.""
Earlier this month, she posted a picture of her holding his hand with her 36 year old sister Danielle after his five-year battle with myeloma cancer failed
""Because of the breakdown of their relationship, Mel reconciled with his family after his father Martin made a request.""
""Belafonte, 41, denied attacking her.""
""(photo: PA) three years ago, when she appeared in the UK to join the X factor group on a Sunday, people were afraid of her because she had bruises and scratches on her face and arms.""
Mel, 41, fell out with her family after telling her about their concerns about Belafonte before her wedding in 2007
","['Journalism', 'Satire', 'Sensational']"
4,"""It is said that he is a 'love addict', and his parents' example is not inspiring at all.""
""There's always room for doubt because he's a serial commitment phobia,"" a source told the Daily Beast
""People don't care about royal weddings because they don't care about people here.""
""It's a royal stunt,"" local shopkeeper Mike everyer told the daily express
""The local people are not happy with the visit, because some people accuse their charity work of being a"" gimmick. ""
""Or did the couple spend too much time together on Royal duties?""
""Was there a fight in the car before they came?""
""Just like in this video, when Harry and Megan are doing charity work in Brixton, she reaches out her hand, but he avoids her without explanation.""
""... express company, you are one of the most photographed lovers in the world, and paparazzi will capture the moment you don't want to be public.""
“… Ad 15 why does Harry really push Megan's hand away in this video? ""
",['Satire']
5,"""(my daughters) look at her as if she were the Savior,"" he said
""Our understanding of each other's lives is beyond most people's understanding.""
The singer and actress talked about her relationship with the retired baseball player at Harper fair and said she would not be married in the near future
""I believe in marriage, and I want to grow old with someone who has a loyal relationship,"" blue star's shadow explains
""But I'm not forcing anyone now.""
""After all, Lopez and Rodriguez didn't date that long.""
""Since they started dating more than a year ago, they have focused on integrating families and developing relationships.""
""Very good, very healthy; we communicate very well,"" she continued
""We all came into the public eye in our early 20s and made remarkable achievements from the very beginning.""
""(Jennifer) is a good example.""
",['Satire']
6,"""1 celebrity infatuation"". For more exclusive celebrity news, listen to the latest issue of in touch right now at the newsstand! ""
The magazine reported that the fight club's handsome guy is ready to ""move on"" with Margot
""On Sunday, November 5, at the Hollywood Film Awards in Los Angeles, Margot, 27, excitedly approached Angelina Jolie to introduce herself.""
""But Angie didn't answer enthusiastically, but"" simply, ""I know who you are"" and recited her to Margot, ""a person familiar with the matter said exclusively in contact magazine
According to sources, the Australian born beauty ""looks shocked."" Jealousy may be the culprit
""When Margot and Angelina's former Brad Pitt starred in the 2015 blockbuster,"" it was rumored that Brad had a crush on Margot, who Angelina had tried to prevent from playing in the film
""(photo source: splash) the source said the mother of six - Maddox, 16, parks, 13, Zahara, 12, Shiloh, 11, Vivian, 9, Knox, 9, and Brad, 53 - couldn't get rid of her resentment for the suicide group actresses.""
""It's clear from Angelina's reaction to Margot that she still has a grudge,"" the source said
""Back in November 2016, shortly after Angelina, 42, filed for divorce from Brad, OK!""
""He thinks she's the sexiest girl in Hollywood right now,"" a source at the time said
",['Sensational']
7,"""Embedded code restart related libraries...""
If you are using ad blocking software, disable it and reload the page
""This video is not available because we were unable to load the sponsor's email.""
""Everything you need to know about Kardashian Jenner's children is on the way!""
""Watch the video below for all the information about Kelly Jenner, Carol Kardashian and Kim Kardashian West's baby on the way.""
“… Eighty percent of people get pregnant... ""
""Kourtney Kardashian Kourtney kardash on October 24, 2017, pay more attention to the collapse of Kim Khloe Kylie's baby on the way to pregnancy. If Kourtney is pregnant, the game console with the style of Kardashian Jenner Rugrats will be very crowded, because there are four of the five sisters...""
“… Context... ""
""The interviewer asked me what crazy rumors you heard about yourself, and my answer was that I heard that I was pregnant. On October 24, 2017, I saw on the Internet that I said in the interview that I was pregnant, but that was completely deleted...""
""I saw on the Internet that I said in an interview that I was pregnant, but that was completely out of context.""
","['Satire', 'Sensational']"
8,"""After sharing Kate Spade's mental health dilemma, Kanye West expressed"" all love ""for Kate Spade's family on twitter. Kanye West said he was diagnosed with ""mental illness"" at the age of 39
""Embedded code restart"" content: Ariana grand and Peter Davidson attend Kanye West, kid Cuddy's listening party: photos
On Saturday, West celebrated his 41 birthday with friends, family members, music, a psychiatrist and latte.
""West's wife, Kim Kardashian, shared the videos and pictures inside the wonderful party on social media.""
""They show an interesting festive atmosphere. The west looks relaxed and interesting, because the world-class psychiatrist Lior Suchard completely destroyed some thoughts in the room with some spectacular visual illusion, the power of suggestion and some suspicious legal mind reading and remote control.""
""Suchard bent down a spoon, rubbed it with his fingers and turned a pair of glasses upside down with a simple wave, which made the guy and his friends in the West happy.""
""The party seems to have a cave theme, with moss hanging on the ceiling, dark light, and a birthday cake with a mountain theme.""
""Courtney Kardashian and Kendall Jenner were also present.""
""West looks comfortable on the court. Once, he sat on the sofa, listening to music and listening to everything
""And then there are latte made of Kanye's face to make bubbles.""
","['Journalism', 'Satire', 'Sensational']"
9,"""My child is very, very generous, very sensitive,"" Holmes said, according to people
""Many reports describe Suri as a smart and kind-hearted girl, and Sherlock Holmes himself disclosed her daughter's charity in an interview with today magazine in 2015.""
""She's slowly becoming interested in the idea of reunion,"" a person familiar with the matter told the star
""But Holmes was torn, too, because she wanted to do the best for Suri.""
“…… Star, a controversial self styled religious organization
""He longed to be a part of her life. Holmes didn't like reunion because she agreed to keep silent with cruise and Scientology. If he agreed to stay away from their daughter, he didn't want to brainwash her to become It's part of the story. ""
""He had to watch Suri grow into a lovely young woman from a distance. He regretted missing so much.""
""But Tom is fed up with them.""
""Tom is a loyal Scientologist, so when church leaders told him he couldn't see Suri, he didn't question it,"" a source told sky
""According to a report in Star Magazine quoted by Hollywood life daily, cruise felt sad that he was an absent father and had not seen his daughter for more than five years, because his Scientology boss told him that he could not see his daughter.""
",['Satire']
10,"""For the sake of Heroe, they all want a positive result.""
""But they also need his commitment to make the relationship work.""
“… Recording for season 15, which premieres on Sunday... ""
""Heloe, 33, and Thompson, 27, welcomed their first child together on April 12. Daughter Zhen, just two days ago, was accused of cheating her during her pregnancy.""
Get push notifications containing news, features, etc
""I don't want to reveal too much, because we really had conversations like this, sometimes we were shooting, sometimes we didn't,"" said Kim, 37
""It's more likely that when heloe goes through all this in Cleveland, she wants her privacy and doesn't have a camera, (but) the sisters are still filming, talking about how to get close to it and what to do."" Kim admitted that this was the first time for the famous family
""When you have a new child coming into the world, it's definitely a new field for us,"" she said
""I think in the end, we always want her to be happy, but with children, everything becomes cloudy, you know? ""Her maternal instinct worked and she had to do what made her happy,"" she added, adding that Heroe was standing next to Thompson
""So we will support that."" Kim recalled that when Carol gave birth in Cleveland, the rest of the family was in Los Angeles, and said her sister wanted to keep the news secret
","['Satire', 'Sensational']"
11,"""The three-month-old newlyweds are hugging each other in the picture, both of them nestling up to each other.""
""Getty images2015: when they got married.""
""We know this because other clues mask the separation: the smile on Jane's face, the way their fingers cross, and the position of their feet.""
""Although the distance between them is a huge indicator of the distance in a relationship, wood said the relationship is in a good place; pulling away must be due to the movement here.""
Wood described it as ""real happiness,"" which makes sense considering that the photo was taken a few months before Brad and Jan's wedding
""Notice Jans' smile in this picture.""
""Getty images2000: when they got married.""
""It means that his facial expression is more subtle; he tends to smile less in the picture, or leave it for more intimate and private moments.""
""One thing Brad has to remember is that he's a type C character,"" Wood said
""It says,"" when we go out together, I'll do it all the time I never want to be more than one arm away. ""
","['Satire', 'Sensational']"
12,"The homecoming festival will premiere in prime time on Friday, November 2
""Look at the trailer above.""
""Although this only gives us a little understanding of Roberts' role as Heidi Bergman, a social worker (she just jots down some notes, says a word to someone outside the camera, and then clicks on the tape recorder), we have been attracted by her calm and calm manner.""
""Fortunately, Amazon also revealed that you don't have to wait too long, because"" coming home ""will premiere on the streaming service in November this year.""
""The rest of the minute is to promote the segment of a funny play directed by Mr
Sam esmail, the creator of ""robot"", explored the abandoned hall. We can safely assume that this is the nominal transitional support center for returning home, and Heidi workers are the spiritual group facilities to help soldiers return to civilian life
""Also read: 'my best friend's wedding' reunion: Dermot muroni and Julia Roberts on Amazon's"" home ""together, Walter Cruz (Stephen James) is one of these soldiers, eager to start the next stage of his life.""
Colin Belfast (Bob cannavale) is Heidi and the head of the factory, he is an ambitious company owner, fanatical demands show that his motivation is questionable
""Four years later, Heidi started a new life. She lived with her mother (sissy spike) and worked as a waiter in a small town when a department of defense auditor (shea Wickham) came to ask why she left the homecoming facility.""
""Heidi began to realize that there was a completely different story behind her own story.""
",['Sensational']
13,"""Image zooming credit: Daniel real-olivas / AFP / Getty...""
""William and Kate waited two days to announce the names of George and Charlotte.""
""The name of a royal baby is usually revealed within a few days of birth - after the queen is informed of her parents' choice.""
""Now watch the whole episode of raising the royal family, or download the peopletv app on your favorite device. “
""It's signed by Kate's doctor at the hospital and sent back to the palace by car.""
""Image zooming source: Dan Kitwood / gettyimage zoom source: Dan Kitwood / gettythe official announcement includes baby gender and time of birth.""
""Although the birth of the royal family has been announced on social media, the tradition of announcing the birth of the royal family on the magnificent golden easel outside Buckingham Palace still exists.""
""Just like when Prince George and Princess Charlotte were born, the traditional framed notice was taken out of the door of the private purse, carried over the front yard and placed on the easel in front of the Queen's residence.""
Get push notifications containing news, features, etc
A framed birth notice is on display on a ceremonial easel outside Buckingham Palace after the birth of Prince William and Kate Middleton's third child on Monday
","['Satire', 'Sensational']"
14,"""You can watch the full interview here.""
""He also talked about Bieber growing up in the spotlight, the new music of egie Rhododendron, and whether the upcoming works of Vince staples and 2.chaenz will influence each other.""
""We've seen what's coming this weekend, with two complete tracks (including migos, young thug and ASAP rocky) and a clip coming out on the Internet.""
""In a recent appearance at Ebro in the morning, chance rapper pointed out that Kanye is working with Francis from Francis and light leaf's next album.""
""Kanye is also reported to be working with pusha t. According to a previous TMZ report, Kanye has been ""hiding"" somewhere in Wyoming for inspiration. ""
""But according to a recent interview with Steve Bartels, chief executive of def jam, Kanye may be working on a new project in Utah.""
""He seems to be somewhere in the west, but no one seems to know exactly where he is.""
""It's the interaction between diversity and barter.""
""Diversity: let me ask you a few artists what happened.""
""Is it true to hear that Kanye West is recording alone somewhere in Utah?""
",['Satire']
15,"""Striptease"" does have a rap singer, migos's kwavo, but the ensemble of TEGA's only noteworthy song is not
""My songs are more like 'rock city' and his songs are more like a different era. I think I will listen to them,"" he said
""I think that's the best way I can say it."" Liam also pointed out that Harry might say the same thing to his music, because Harry doesn't listen to hip-hop music
But he was quick to save: ""I think he's doing a good job doing what he wants to do.""
""That's not what I want to hear,"" he said
""To be honest, it's not my favorite music.""
""When it comes to music choice, he praised Neil Holland's new single, but not much for Harry stiles.""
“…… This song is not the only chance for Penn to let you know what he thinks of his band mates... ""
""I haven't changed my life style. I just want to have fun and make noise, but almost all members in one direction will release their new music in a few weeks...""
""People want me to have one thing, it's not me.""
",['Satire']
16,"""The actors are obviously working very well together and they will continue to bring funny and smart episodes to the audience every week.""
""If the rumored high tension and dramatization is true, then this massive and successful sitcom will not last for many years.""
""The publication shows that the number of viewers has soared from 16 million to 21 million recently, with a rating of 5.0, higher than the 3.1 of the 18-49 age group.""
""Not only is there no plot behind the scenes, but the audience rating of its premiere in 2018 is also very high. The Big Bang is still the highlight of CBS, and the variety show proves that.""
""Stars don't fight over salaries. In fact, when the highest paid actors cut their salaries so that the two actors, CO stars maim bialik and Melissa Rauch, can get a raise, they become news.""
“… The stories reported, the hypothetical dramas and tension torn programs that have been circulated are completely false news. ""
""Last year, cuoco posted an interesting photo on instagram, in which galecki and his current boyfriend Karl cook hugged each other and joked in the title that"" let go of my man "". It is obvious that there is no bad feeling between ex girlfriend and co star. GC has verified with CBS sources that a trustworthy insider has...""
""Kuko and galleki have maintained a good relationship since they separated in 2010.""
However, the gossip police website reminds people how friendly they have been on the set since Kuko and gaylecky broke up and joked, as social media Posts show
""Now, once the camera stops turning, they have no one to socialize with at all."" According to the same source, it is clear that there has never been a ""friendly"" relationship between actors since the show was broadcast
","['Satire', 'Sensational']"
17,"""It's not clear if they interacted, but no one left blood.""
""Take this... Chris and Tyson were in the same place last night - iHeartRadio summer pool party in Las Vegas. ""
""Chris apologized later.""
""You remember, brown threatened Tyson Beckford a week ago because she posted pictures of the two of them in Vegas.""
""When carruche left West Hollywood, she was furious at the thought that Chris Brown had scared her away and dared not put pictures of herself and other men together.""
""Play exclusive video content"" TMZ.comKarrueche On Saturday night, when we asked her if she could still drink with men, she was very hot
",['Satire']
18,"A June magazine said the decision on who will move into the house ""has not been finalized""
""Hello from the palace spokesman
""The complex has 21 rooms, slightly better than William and Kate's, but there are few details other than the overall size.""
""The two rooms used to be a huge suite until they were separated in the 1950s.""
""Apartment 1 is a large comprehensive room in the main building of the palace, much like William and Kate's home in 1a.""
""The old stables recently received a decoration fee of 493000 yuan to prepare for the relocation.""
""A moving van was found outside Kensington Palace and it is reported that they will move the Duke and Duchess to the old stables, a smaller residence in Kensington Palace.""
The sun had previously reported that the couple had offered to vacate their property to make way for Prince Harry and Megan markel, but the plan did not materialize considering their move to Windsor
""They've been calling this apartment home since 1972.""
Getty Elizabeth II's cousin, the Duke of Gloucester, and his wife, the Duchess of Gloucester, were the last to live in apartment 1
","['Satire', 'Sensational']"
19,"""Like, she's my best friend, and I just want to be with her all the time.""
""She's the only one I want to be with.""
""We're just really good friends,"" Portia told et. ""we talk about everything, and we never, never lie to each other, not even the smallest lies.""
""The couple repeatedly denied reports that they were trying to hide their marital problems.""
""After lifting the ban on same-sex marriage in California, DeGeneres married the Australian American actress at her Beverly Hills home in 2008.""
""It doesn't seem to be their problem right now.""
""Allen has always been a drunkard, but she doesn't drink on set or at work,"" the source said
""DeGeneres has obviously given up drinking, which was earlier thought to be the reason for the difference between them.""
""Ellen and Portia continue like a happy pair of high school students,"" the source added
""However, once someone sends a message, everything goes well.""
",['Satire']
20,"On Valentine's day, he quoted ""dumb and dumb"" in 1994 on instagram, admitting that he had no ""people to love"" on this romantic festival
""Related video: Justin Bieber said that this week's music was"" weird ""after the romantic rumors about Selena Gomez, and Bieber was obviously a big fan of comedy in the 1990s.""
""Unless you piss your pants, you're not cool,"" Bieber wrote, citing Sandler's pretending to piss his pants in 1995, so school bullies don't tease another kid who pisses his pants
Image scaling credit: Source: Justin Bieber tweeted. He also joked about these photos on the newly restored instagram, releasing a meme to compare his wet sweatpants with Adam Sandler's wet pants in Billy Madison
""I don't mind if I can make you laugh!""! ""He added
""While most celebrities may be annoyed by these embarrassing photos, Bieber has a good sense of humor about it.""
""Someone sent me flowers, I was driving, I took a turn, and the water splashed into my d-zone,"" he tweeted
Late Thursday night, Bibbs clarified the source of the stain
""But the singer who loves you has a perfectly reasonable explanation.""
Get push notifications containing news, features, etc
",['Sensational']
21,"""Who do you think it's more like?""
""Holly bug, do you think Gwen and black will have a beautiful baby?""
""Gwen Stephanie may think her pregnancy is over, but she's thinking about having another child and having black Sheldon as a father.""
""Hollywood life has exclusive details about how she was inspired by her late mother, Janet Jackson.""
""To have children now, age is just a number.""
""Janet Jackson has just proved that even though she is 50 years old, miracles can happen if she has a healthy son.""
""It inspired Gwen Stefani, 47, and made Blake Shelton, 40, his first father.""
""Gwen wants to have another child with black.""
""He didn't put any pressure on her at all, but she knew that he would like it too,"" a source told reporters
""She's not obsessed with this, but seeing Janet Jackson have a healthy child at the age of 50 inspired her to be more open to this possibility.""
",['Satire']
22,"""It looks like he's younger, probably because of filler and / or Botox, and laser surface dressing or chemical peeling,"" he told radar
“…… The 30-year-old actor has been keeping a low profile since she shocked him with her divorce agreement in September. After his New World War II film ""the Allies"" defeated the former big screen star, Julie raised their six children on her own... ""
""Click on the radar gallery to see the amazing changes in the million dollar face of the Hollywood star.""
""Brad Pitt is ready to walk the red carpet at the League Fans event in Los Angeles. Pitt is determined to keep his sexy image with a little help!""
""In the face of Angelina's ruthless attack, Pete seems to have experienced every plastic surgery in the sun, which is to improve his mood."" Liszt told radar in an explosive interview
“… Exclusive in the world... ""
""He made stuffing, Botox and peel, plus his eye sprains,"" an insider told radar exclusively
""He feels dead inside, but if he looks like anything more than a million dollars, he will be cursed for Brad Pitt and Marion godia attending the Allied premiere at the Palau theatre in Madrid, Spain, in '52.""
“… His fate and his face are in his own hands. ""
""Brad Pitt looks much younger!""
","['Satire', 'Sensational']"
23,"""But when Travis stood in front of it, its huge size was really obvious.""
""Thank you, Jeff. You're wonderful!""
""My God, it's so beautiful!!""
She posted a photo on instagram saying, ""when @ jeffleatham sent us a 10 foot Easter bunny to celebrate Easter!!""
""In the clip, Travis also poses for a giant 10 foot rabbit, which is given to Kelly's mother, Chris Jenner.""
""(image: snapchat) (image: snapchat) (image: snapchat) he also held her in his arms and scratched her stomach when she looked at him affectionately.""
""Another video shows Travis sitting on his lap, his little daughter, bending over to give her a kiss and looking at her father's face.""
""It's the first time we've seen a family together. It's a very sweet moment.""
""Rapper Travis holds his daughter in his arms, and when Kelly reaches out to touch her head, he jumps her up and down.""
""(photo: snapchat) (photo: snapchat) (photo: snapchat) the 20-year-old Kardashian star is dressed in a red pinstriped shirt, which is low-key but still as amazing as ever, while Travis is dressed in black jeans and T-shirt with a lot of jewelry.""
","['Satire', 'Sensational']"
24,"""Please leave a message in the comments below!""
""Source: do you think Jane and Alex will be together longer?""
""The former New York Yankees player even visited her on Jennifer's"" blue shadows. ""
""She's going to take a few weeks off and they all think it's good for their long-term development."" The article continues with the following ad source: Getty Jen and Alex started dating in March and soon got caught up
""Source: Getty"" Alex is doing well, but they haven't rested for months, ""the insider added
“… I just want to save myself some time! ""
""Look.""
""The article continues with the following advertising source: gettyhowever, a person familiar with the matter said that technically, the couple's relationship is OK - J.""
""Source: Getty"" she's shelved a lot of her life in the past few months, such as with girlfriends and even her children, ""the source explained
“…… Exclusive. ""
","['Satire', 'Sensational']"
