,Reason Lists,Labels
0,"""After fans pointed out that this was the first time Underwood had been photographed after the accident, they just assured them that Underwood looked"" amazing ""and added that she"" didn't know ""Underwood was injured.""
“… It looks different, but a few weeks ago, on December 12, Adrian just released a photo of herself and Underwood in the gym... ""
""I don't want to tell you the terrible details, but the night I came out of the operating room, the doctor told Underwood's husband, Mike, that he had 40 to 50 stitches in seven weeks after the accident. Underwood said she was recovering, but...""
""It's crazy that a strange random accident can change your life."" ""Besides breaking my wrist, I managed to hurt my face,"" she added
""There's still a part of the story I'm not ready to talk about because I'm still living in it and there's a lot of uncertainty about the outcome,"" she wrote in a letter to members of the fan club
""However, it was not until new year's Eve that Underwood, 35, revealed that the fall also caused severe cuts to his face.""
The country star fell in front of his home in Nashville and broke his wrist
""Carrie Underwood, who suffered a terrible accident last November and had more than 40 stitches on her face, is on her way to recovery.""
","['Satire', 'Sensational']"
1,"""Although her children are growing up and everyone is entering puberty, Kate admitted in a recent Kate plus 8 TLC Promo that she is still worried about their past, gifts and future.""
""I love you! ""She continued
""I love all of you, no matter what you ask of me, I will always be by your side; I will always be your biggest cheerleader, your example, your crying shoulders, the hugs and laughter you need, as well as your mother and friends!""
""At this moment 13 years ago (7:51-7:53), my life and soul ended with your birth! ""Kate eight starts.""
""Happy 13th birthday, my dear Alexis, Hannah, Eden, Colin, Leah and Joel!""
""Observation: the story behind the story: a lesson Kate Gosselin had to learn in the past may. The former couple's sextuples are 13 years old, and Kate shared a heartfelt instagram post to celebrate this milestone.""
""They finalized the divorce agreement in 2009.""
""Colin Hannah Leah and Joel are 13 years old each""
""No one was arrested. The daughter did go home with her father because she expressed her wish. The former Jon katega eight stars had eight children in their 10-year marriage. The twins, Maddy and Kara, are both 16 years old and have sextuples, Eden Alexis...""
""This call was made at 1:10 this afternoon for a family verbal quarrel About custody of their 13-year-old daughter, ""a Wyoming police spokesman told entertainment tonight
","['Satire', 'Sensational']"
2,"""You can find more information about this and similar content at: piano.io...""
This content is created and maintained by a third party and imported to this page to help users provide their email address
“[h/t E！ ]”
""Let's all aspire to that extra level one day.""
""While Karl Benz may be considered the inventor of the first car, let history books reflect that Khloe Kardashian reinvented the driver's license photo in 2017 on his own.""
“E！”
""Perfect.""
""What happened?""
""At the same time, Malika Huck made some beautiful decorations for heloy before taking the photo.""
""Landon hosto, lighting director of onlinekuwtk, was on the scene to guide the photo taking session, and held a huge circular lighting device on Khloe's face. People in the vehicle management office must like it very much.""
","['Satire', 'Sensational']"
3,"""They plan to honeymoon in Tahiti.""
Dugar was a nurse at Duke University Hospital, wearing a molieri robe
""I support her dream, and she supports mine."" His song ""this is it"" is about their relationship and his proposal. He proposed in a quiet place on grandfather hill, 200 miles northwest of Ghana, a suburb of Raleigh
""This kind of story doesn't happen very often now.""
""We've been dating for six years, and we've known each other all our lives,"" mcleary told people
They first met at a kindergarten in their hometown of Ghana, North Carolina
The 10th season american idol champion married Gaby Dugar in the mountains of North Carolina on Saturday, according to people
""The story focuses on Saturday's wedding when they first met at the kindergarten (CNN) - their love story inspired him to sing, and this weekend Scotty mcleary married his girlfriend of many years.""
""Singers Scotty mcleary and Gaby Dugar attended the 53rd Academy of country music awards in Las Vegas on April 15, 2018.""
","['Satire', 'Sensational']"
4,"""Video: five haircut trends in 2020""
“… January... ""
""To help you understand how to wear your hair in the new year, we summarize the five major haircut trends in 2020 so that you can determine what you want before you go to the Salon...""
""Or, you can get an immediate look with some plug-in extensions.""
“… Inspiration... ""
""You can see 10 hairstyles all over the place this winter, but if you swear that 2020 will be the year when your hair finally grows, let the super long hairstyles of Jennifer Lopez and Kim Kardashian become yours...""
""As Kerry Washington saw in 2020, Bob has texture, soft edges and looks amazing, whether you're part down the middle or closed to the side.""
""But there will be some adjustments.""
""For anyone with straight hair - the most popular hairstyle of the past few years - you may have guessed that it will remain strong for the next decade.""
""The number one hairstyle trend of this decade includes hairstyles of every length, which can be customized according to your hair texture and personal style.""
","['Satire', 'Sensational']"
5,"""Bloom will play will Turner in Pirates of the Caribbean: the dead don't tell stories, which will be released this weekend.""
""They have a son, Flynn.""
""Kerr and British actor Orlando Bloom were married for six years, but broke up in 2013.""
""This will be Kerr's second marriage and Mingjing's first.""
Cole, 34, announced her engagement to 26 year old billionaire Der Spiegel on instagram in July, along with a black-and-white photo and caption of her engagement ring. ""I said,"" yes!! ""
""According to people familiar with the matter, the wedding was held in the backyard of Mingjing, with about 40 guests.""
""News coverage.""
Today, Australian supermodel Miranda Kerr married snapchat CEO and founder Evan Spiegel in an intimate ceremony. People.com and E! ""
",['Satire']
6,"""- continue talking to Matt young on Facebook or twitter.""
""Despite Evans's promise not to use it, the audience of the popular reality shows that started in 2011 is not sure.""
""We're writing down your message."" ""She said that when the child protection service came for a health check, they closed the case quickly.""
""We're not here to judge.""
""I can't eat it."" They said, ""well, some moms do that.""
""I said that my esophageal spasm was so severe that I vomited every five minutes.""
""I said, 'I've done it in the last 30 days,'"" she explained
""Ms. Evans said the compound was discovered shortly after she gave birth to her daughter more than a year ago, when child protection agencies asked her if she smoked during her pregnancy.""
""My daughter, ensley, didn't test positive.""
""I tested positive for THC,"" said the 26 year old reality TV star
",['Satire']
7,"“… Ladies, spice girls and our favorite actors like Dustin Hoffman, John clise and Ken Cheng are selling all kinds of goods
A montage clip salutes a broadcast ad that is a humorous review from a bite size pop culture ""where's the beef?""
""Jack Donaghy is still the rule.""
""Never mind, Alec.""
""He was silent.""
""Obviously, Fei just said to him,"" if you know Amy, she's being Amy. ""
""She's playing poller,"" Baldwin said bemusedly of best supporting actress winner Melissa Leo
""The worst speech: Alec Baldwin still loves Tina Fey, CO star of boss and rock 30, so much that he added one of her jokes to his acceptance speech.""
""Look at all the fashion hits and missed 8 of sag awards.""
After Steve Buscemi's winning speech for the theatrical ensemble of ""boardwalk Empire,"" a stout, dark lipped Paz de la Huerta took over the microphone to thank the people on his list
",['Satire']
8,"""I hope Nick Cannon can keep up.""
""As for Pang, it won't be the last time she'll be a hostess.""
""Pons now appears in Webseries Amigos, a Latin American imitation of friends, along with YouTube's peers Rudy Mancuso, Hannah stocking, Anwar jibawi, Ana Marte and juanpa Zurita.""
The 22-year-old Venezuelan American actress cut her teeth for the first time on vine and now has a popular YouTube account with more than 10000000 subscribers
""So how did she co host the Teen Choice Awards in the end?""
""Latin and pride,"" she tweeted in her resume section
""According to an interview she gave last year, Ponce was born in Venezuela and moved to Miami with her parents when she was five years old.""
""The next season's singing competition will be broadcast on October 14, each variety.""
""Content creators will be la voz's next presenter... The voice of Mexico. ""
And, according to another report in Entertainment Tonight, babe reisha will sing her hit single ""I'm a mess.""
",['Satire']
9,"""(in Bennington) had a history of suicidal ideation.""
""The autopsy results are characteristic of suicidal hanging,"" Dr. Christopher Rogers, the associate medical examiner, wrote in his report
""This report coincides with the suicide report in June.""
""A bottle of the prescription drug zolpidem and a small amount of beer were also found in Bennington's bedroom.""
""The early version of this report also reported MDMA test results, although TMZ now claims that after Bennington's blood test was"" presumed positive "", the results of the next two tests proved that.""
The singer died with ""traces"" of alcohol in his body, according to research published by TMZ
""On Tuesday (December 5), the autopsy and toxicology results further detailed the cause of Bennington's death.""
On July 20, Lincoln Park singer Chester Bennington was found at his home in Los Angeles and sentenced to hang himself
","['Journalism', 'Satire', 'Sensational']"
