,Reason Lists,Labels
0,"Source: Mzansilive.co.za ... ""
""They dismissed it, just like many other sensational stories.""
The Pistorius family told Sunday papers that they did not realize any investigations of Pistorius's alleged prison staff. ""
""His cellular is allegedly discovered in it in it, although these may be prescribed by prescription drugs and antidepressants, this can also be used with suicide.""
""Mashgo wrote that he also established Pistorius from the Waters team to hurt the health manager and nurse in Kgosi Mampuru II prison, because they testified him and described him as violence.""
""Not confirmed report.""
""load......""
""The report added that during Saturday in the afternoon search, the sharp blade was found in the Pistorius cell.""
"""" Prisoners are close to the hospital section, tell the city media, Pistorius deliberately hurt themselves, ""report report.""
""According to City Publishing House, the correlation service said that Pistorius claimed that he was hurt after falling in bed.""","['Satire', 'Sensational']"
1,"""The dagger is on the public, and the headless body is later displayed.""
""Saudi utilizes the decapitation, throwing stones and nail crossings, etc. to perform women in strictly Islamic countries, including adultery.""
""The boys just suggested"" don't be harmful ""to report further countries.""
""However,"" male only ""Islam's judgment is what they need to perform o in Islam.""
""According to HRW, the girls have been detained more than a year before the trial and never recognize any crime.""
""... and protests ...""
""Having the worst human rights record a super-conservative Arab country, is also a member of the UN Human Rights Commission, and has recently completed the elected as a member of the Women's Rights and Its Angry ...""
""When the police arrived, the girls danced with male friends and they were arrested immediately.""
""Neighbors are said to be an assistant of Immimmus, which is reported that this is the religious police in Saudi Arabia.""
""Fathima Al kwaini, including three male friends, celebrated the growth of Grand Waini in Friends.""",['Satire']
2,"""Maybe she can take a huge speech with her kindergress to destroy this country.""
""She won't start Harvard this fall, she has no future in the government, because all government work requires drug testing.""
""There is no next move about MALIA.""
""It looks like Dad may saved this day again.""
""When a black SUV pulls out the front, she saw the lobby last time, her heart is willing to go in.""
Mary was immediately terminated, and her room was cleared. She accompanied by the private area of 鈥嬧媡he embassy, 鈥嬧媤here she can wait for the date of changing her travel visa, so she can return home. ""
""Bedder ambassador is a fanatic fan.""
She was safely caught by the Embassy - Aka US Navy Marine Team - Burning DOOBIE on the roof of the building and played with the ambassador's carrier pigeon. ""
""It didn't last for a long time, because like at home, Maria had problems and dilemmas.""
""In this case, the president's daughter moved to the front of the line.""",['Satire']
3,"""We believe everyone, each team member, every guest and every community should get the same treatment, regardless of their religious beliefs."" More ... ~~~~~~~~~~~~ ~~~~~~~~~~~~~~~~~~~~~ This is the video referenced: Source: ""
""If this means removing the Bible from our shelf, then this is."" Cornell said that the big box chain is the bathroom policy of ""insisting on gun"" and will gradually eliminate anything related to religion. ""
"""" The goal will no longer cater to religious extreme elements, ""Cornell said.""
""Summary with CNBC, Cornell will have recently protesting from his so-called"" religious extreme molecules ""because of the reasons for the Bible from the shelf.""
""The King of James has been purchased since the company since its establishment in 1902.""
""The company has recently gained a new across sex bathroom policy from religious groups.""
""The target CEO Brian Cornell today announced the retail giants will stop selling the sale of the Bible.""","['Satire', 'Sensational']"
4,"""Bill Niklinton is sitting in the front of Chappaqua luxury home, drinking tomato juice or bloody Mary."" We will update you as soon as possible, because we confirm that Clinton has continued to answer her crime. ""
""She didn't have a comment on the press, but it has stopped telling a photographer to respect when visiting a great woman."" She didn't come out, and she was waiting to say goodbye. ""
""Chelskindon is no short year in noon, there is no tears into the hospital. According to LLOD reporters, I jump through Tetheluda's new report:"" Chelsea is alone, obviously in trouble. ""
""We predict that she will rest within a few hours."" The Clinton family has asked privacy and will not answer questions about whether they must decide ""pull the plug"", or they are only told that there is nothing to complete. ""
""Benghazi's butcher will cater to her manufacturer, saying that Eugene ICSA, the Westcher Memorial Hospital, New York, because the damage caused by her heart is unable to make up:"" Clinton Secretary is difficult but Today, her battle is over. ""
""This is almost seemingly suitable for her, the last thing she heard is to lie is her own happiness.""
""Hillariklington has a third and most likely fatal heart attack this afternoon, and in the morning, she will become better.""","['Satire', 'Sensational']"
5,"""-Photo: Geely Lake, Gilly Lake smile:""
""It is beneficial to Nelson, Robson and Philadelphia, turning it into a positive moment.""
Robinson and Nelson will also serve as a committee in the committee to establish and reward grants, which will focus on launching a pilot program that starts public high school students to achieve the skills of the business owner. ""
""In addition, Dontte Robinson and Rashon Nelson will release all the cities and employees of all claims to exchange the $ 200,000 funds, through the help of non-profit organizations, will assist Philadelphia's young entrepreneurs.""
""They have to pay $ 1 each.""
""NBC News Report: Two black men in Philadelphia Starbucks were arrested in the Philadelphia Starbucks, and the discrimination rate of discrimination reached a settlement point with the city, said on Wednesday.""
""Take a settlement of $ 1, Rashon Nelson and Donte Robinson will help Spearheads for $ 200,000 grants, aimed to help your own young entrepreneurs.""
""Not a long and luxurious legal battle, the man in the Philadelphia center has brought an incredible low position from this city from this city. This is a vibration that speaks with their interests.""",['Sensational']
6,"""The latest financial losses include 3,819 unsolicited parcels, 100 structures, worth 2,016,962,239, 2,907 houses and 86 commercial units, located in St. Rosa worth $ 11.8 billion.""
""172 is still missing, 102,000 residents are dislocated - about one-fifth population.""
""US Immigration and Customs Law Enforcement Agency (ICE) issued a detainee request to the Sonoma County prison of Jesus Fifus Gonzalez, and he is a suspect who was arrested on Sunday in a wine national fire.
""Breitbart News This week, I reported earlier this week that Sonyma County Sheriff arrested Jesus Fabiangonzalez, 29, after the Maxwell region in Sonoma County, after a series of continuous fire reports in the region.""
""Sir. Gonzalez observed in the afternoon. PDT wearing a jacket, walking out of the stream and his body after the smoke,"" according to San Rosa media called Democrats. ""
""Sir. Homeless and reported that Gonzalers lived in the nearby bridge and reported that he claimed that he had a cold, full of fire, keep warm.""
""But when the smoke was observed for the first time, it was a 78 degree peace 78 degrees.""
""Mr. Gonzalez is booked into the Sonoma County Prison, which is suspected of disturbing.""
Sonyma County Sheriff Public Information Officer Statistics, his bail has soared $ 110,000. ""
""SARGENT SPENCER CRUM tells Breitbart, Mr. Gonzale is also requested by the US immigration and customs law enforcement agencies (ICE), although Sonoma County announced the"" Shengyuan County ""in May 2014.""","['Satire', 'Sensational']"
7,"""For example, Carter cooperates with the former President Gerald Ford to control the Panama Canal to the Treaty of Panama.""
""..."" staff said ... ""
"""" We need a separate media to catch people like me. "" ""If the travel ban, Bush is restored, but it is clear in his concern.""
""I think the media is indispensable to democracy,"" Bush said in an interview in February in February. ""
""George W. Bush, at the same time, the prohibition of his media and travel from some Muslim countries gradually masked Trump.""
""Although Trump and White House News Secretary Sean Pier has condemned Obama without withdrawing Flynn security permit, Obama Assistant told reporters that Obama tried to warn Flynn's instability to Trump.""
""On Monday, Obama's assistant actively overthrew Trump, trying to blame his predecessor's former national security adviser Michael Fletan.""
""I hope very busy, if there is no second occupation, at least the second action,"" Obama said. ""
""In Sunday night in Boston's speech, Obama avoids the name of Trump, but once again compulsal to his signature health legislation and refinement of immigration reform.""
""He also released a lengthy statement to defend violations of Trump tried to abolish its affordable care bill.""
""The former assistant specifically said that in foreign policy issues, the previous president and politician can be a valuable resource.""
""In the office, the former president occasionally turned to their predecessors.""
""Obama said to Obama, which is the Hillariklington campaign, he was"" sincere ""by Trump immigration ban aimed at the protests of Most of Most countries.""
""However, he made his dissatisfaction.""","['Satire', 'Sensational']"
8,"""No one is preparing to normalize what happened in the country,"" he said. ""
""DiXie Chicksopposition in Iraq, through the Texas Tricriminal Career Dak West, DiXie Chicks Manager Simon Renshaw not only deny the band, but also gives a wider range of industries. The answer to the participation. ""
""Why don't you ask stubborn butt?""
""I have encountered DonaldTron, and he is very good for me. This is not a personal, his political point is his own, I am getting more and more different, I am not a $ 1 million Republic.""
""""I am English. ""
John added his idea when interviewed an interview with the guardian, where he said: ""I really don't want my music to participate in things related to American election activities. ""
""He won't perform."" ""
""Unfortunately, John's public relations Lan Curtis directly returned to the New York Times:"" incorrect.
""Independent wants to inform you to provide activities and updates via email, please check boxes, if you want to be contacted, please read our full email list here to sound clear ...""
""Independence hopes to inform you to provide activities and updates via email, if you want to contact, please read our full email list consent Terms here, here, independent cultural event communication Best film music TV radio every week ...""",['Satire']
9,"""The International Whaling Committee (IWC) passed in 1986 is temporarily illegal, and Japan has slaughtered more than 6,000 whales.""
"""" The waste is always shameful, but the whale is not blaming here. They are just doing their natural things: killing food ""he added.""
""It seems that Japan seems to have no curse international law"" explains the environmental activists and spokespersons of Vancouver, Vancouver, James, Sahali. ""
""East Asian countries in the International Court of Justice (ICJ) of U.n. temporarily stopped its annual Antarctic whaling mission after rule in March last year, the hunting violates the international suspension of commercial whaling.""
""Antarctic ...""
""The incident occurred in a controversial area of 鈥嬧媡he South Sea Whale Shelter near South Africa, as the recent international court ruling, the country ordering the country ...""
""Within 30 minutes after the incident, 16 crew will disappear in the ocean.""
"""" Water is red and the blood, there are corpses around the world ""he tears full.""
""This is a terrible"" claiming Alex Coemara, one witnessed the surprising scene. ""
""The swimming crew will then attacked a killer attack by a killer whale, which destroys a lot of crew at the time of the moment.""","['Satire', 'Sensational']"
