,Reason Lists,Labels
0,"""Maybe more than eye deception happened here...""
""Not only that, he has recently shaved and bleached his hair, which may be due to thinning / fading?""
""Neither his grandfather nor his father had hair, they were completely bald, but he still kept a nw0?""
""Anyway, after reading this article, I did some research and came to the conclusion that he wanted to be bald, or at least fight against it.""
""First of all, how does an 18-year-old know about this drug unless he has hair problems himself?""
Talking about his hair loss, he asked, ""why didn't he use finasteride directly when he was 18?""
""The rumor began a few years ago when he talked publicly about Prince William's hair loss.""
""Originally released by kclennings, originally by first, I found something here a few days ago about Bieber taking finasteride?""
",['Satire']
1,"""Please visit the person in charge of the relevant project and report any concerns about content or accuracy.""
""News articles, tweets and blog posts don't represent IMDB's opinions, and we can't guarantee that the reports in them are completely true.""
""This content is published just to entertain our users.""
""We're told it's all made up"" bullshit. "". ""Kate hates Meg's half baked muffin plan,"" the star exclaimed in the title IMDb.com , Inc. assumes no responsibility for the content or accuracy of the above news articles, tweets or blog posts. ""
""Gossip police can help clarify the facts.""
""This is the latest statement in a tabloid this week.""
""Does Kate Middleton really stop Megan markel from sending a batch of homemade muffins to Queen Elizabeth?""
",['Satire']
2,"Related libraries
""Embedded code restart"" content: Taylor swift and her boyfriend Joe Alvin's lunch date in London. Taylor Swift sang ""gorgeous"" for her boyfriend Joe Alvin in the first performance of the ""reputation"" tour, and Taylor Swift held hands with Joe Alvin when she came home from the jingle ball - look at this sweet picture
Swift decided to give up her favorite Independence Day party for the second year in a row and instead play in the sea with her British boyfriend to celebrate America's 242 th birthday
While swimming and snorkeling with the 27 year old actress, the 28 year old artist still wears a red, white and blue two-piece bikini, showing her patriotic side
The two enjoy a mild climate and calm water at a luxury resort in the Turks and Caicos Islands, where they make the most of their romantic holiday
""When swift rode across the idyllic blue water on Alvin's back, they even got a little comfort in the waves.""
""Sbmf / backgrid is a rare public outing for the couple to play in the ocean.""
""Although they've been in love since last May, they've only been together a few times.""
""While couples are enjoying a quiet and romantic holiday in relative privacy, fans of the pop idol wonder if this marks the end of Swift's party tradition on July 4.""
Over the years, the singer and a group of her friends, including supermodels, singers, actresses and social media stars, have gathered at Swift's Rhode Island estate for fomo celebrations, including barbecues, fireworks and patriotic inflatable bungalows
",['Sensational']
3,"""Embedded code restart"" content: Jennifer Lopez Alex Rodriguez mischievously corrects this when telling the story of their first date. Alex Rodriguez tells her about the engagement story after giving her a ring. Jennifer Lopez tells about her twins and Alex Rodriguez's girl gallery The intimate relationship between them.... ""
If you are using ad blocking software, disable it and reload the page
""The 43 year old former Yankee shared a lovely video on instagram on Monday about the couple's intimate night on the boat in portiano, Italy
""In this video, Rodriguez gives the camera a blue steel shock. He nods to Lopez's 1981 hit song"" don't stop belivin. ""
""Wearing a white-collar shirt, Rodriguez looks excited to spend time with the 49 year old threefold star, who chose a printed dress for his night ride
""What do you think of my performance?""
""Don't believe it,"" the father of two wrote in the clip
""Looks like they've been on the water all day!""
""Earlier, Rodriguez shared videos and photos of their holiday on instagram.""
For a moment, he called the ""El anillo"" singer in a white swimsuit and white bikini ""Titanic Queen""
","['Satire', 'Sensational']"
4,"""Email us tips@radaronline.com , or call the (866) radar (667-2327) at any time. ""
""He doesn't see the need to wear a ring - it won't make him happier!""! ""A-Rod and J.Lo tried to get married before they started dating in 2017.""
Alex Rodriguez and Jennifer Lopez look like one of the cutest celebrity couples, but RadarOnline.com The website exclusively learned that the former Major League star may feel cold about marrying the singer! ""
""Alex and Jane are still together,"" a source told straight through Shute, ""but the wedding talk is almost gone! ""At the moment, the couple are happy to live together, but they have no plans to get married,"" the source added
As readers of radar magazine know, Rodriguez, 42, and Lopez, 48, have talked on social media about their passionate relationship and family integration
""They even told reporters that their children get along well and like to spend time together.""
""Although rumors about the upcoming wedding have been surrounding the two for several months, fans seem to have to wait for a while before they can see Luo Guancong walk on the red carpet again.""
""It was actually A-Rod who threw cold water on"" I do, ""the source continued
The retired baseball player spent six years with his ex-wife Cynthia scutti, while the singer married Ojani Noah and Chris Judd and then lived with Mark Anthony for 10 years
""Do you have a story to tell RadarOnline.com ？”
",['Satire']
5,"""!"" then, real Thompson's new mother shared a video, she gave MJ a bottle of gluten free Tito vodka, really opened the party. ""
Photo zoom MJ | photo source: instagram Khloe Kardashian, 34, also commemorates the family's female parents with a lovely self portrait titled ""happy birthday, my dear MJ!""
""I still remember their phone number. Haha, my grandmother has a finsta, so everyone left a nice comment and wished her a happy birthday,"" Kim added
""Image zooming Kendall Jenner and stolmy, I see that she is her family and runs her own clothing store. In my life, she fought against cancer and defeated it twice. She always gives me the most authentic and best advice. She may be the only person on the planet...""
""My grandmother is the strongest person I know,"" Kim wrote in an instagram post
""Happy 84th birthday to my idol, my grandmother MJ!""
""Kim Kardashian also attended the party with her daughter, North West, and shared a retro photo of her childhood with MJ.""
""Of course, MJ did get a lot of love on her special day.""
""Click here to get these and more information in the people's baby newsletter.""
Image zooming Chris Jenner worth stommie credit: instagramwant all the latest pregnancy and childbirth announcements, plus celebrity mom blog? ""
","['Satire', 'Sensational']"
6,"""Most people read the mythical mystery of MEG February 10: love gets deeper and deeper as you continue to learn about each other dating detoxification all good men over 35 take...""
""As far as we know, strict dance semifinalists have not yet been asked to sing (or dance) on big days...""
""We can't meet again.""
Referring to her brief relationship with the prince, Caroline said, ""once the story gets around, that's it.""
""The 38 year old girl dated Prince Harry in 2009 when she was the host of the Gladiator.""
""Caroline fleck - Caroline is engaged now - but she was previously associated with Harry credit: Rex features that Caroline, who has been busy with her love life recently, is engaged to apprentice star Andrew Brady after just three months of dating.""
""We can imagine that these two women are Betsy's partners - but unfortunately, as far as we know, Camilla is not on the guest list.""
""Like Megan, Camilla is an enthusiastic philanthropist who worked for the halo trust, a mine clearing charity promoted by Princess Diana, and described the actress as"" amazing and beautiful. ""
She was tight lipped on last year's reality show, claiming that in a real or bold game she was asked ""a lady never says""
“… He's at the tonteria club in Chelsea... ""
","['Satire', 'Sensational']"
7,"""It's a race against time for desperate princes to have their women declare a truce,"" a palace insider said
According to the sensational report in the globe, Harry and his brother William are mentally retarded. I can't believe their partners don't get along well
Royal insiders at the globe added that Harry fell in love with Megan's ""Hollywood status"" and that Megan's role was to make her man happy
""But she was worried that he would fall in love with Megan for the wrong reason.""
""Kate adores Harry and wants him to have his dream family,"" said one palace insider
""Harry's big day is coming. Kate is afraid that he has made a wrong decision!""
""Kate was shocked to see some of Megan's sex scenes in the TV series suit, and she was just as shocked as the queen when Megan took her engagement photo in a bold top,"" the source said
After Harry and Megan announced their engagement, Royal feuds broke out and royal women became neighbors, the globe said
""When they have to be present together, they put on a friendly gesture, but the fact is that they will never be good friends.""
""A royal insider""
","['Satire', 'Sensational']"
8,"""Tell us, Hollywood actresses - do you think the birth of Kim and Kanye's baby will eventually be made into a TV show?""
""Kim, on the other hand, didn't have any.""
""Kim Kardashian, 37, has admitted that getting a surrogate mother to have her third child with Kanye West, 40, is"" much more difficult ""than getting pregnant herself
""It seems Kanye didn't make it easier for reality TV stars.""
""In fact, a new report in touch weekly said the couple had been fighting for weeks before their daughter arrived, which drove Kim crazy.""
""What is the main source of their nervousness?""
""The magazine claimed that in order to keep up with the kardashians, King wanted to film the birth of their child, while Kanye was totally against it.""
""Click here to see lovely photos of Kardashian's children.""
""In order to keep up with the kardashians, they had an argument during the filming of the birth,"" an insider told the magazine
""Kanye made it clear that cameras are not allowed in the delivery room."" In addition, it is reported that Kanye doesn't even want Kris Jenner, 62, in the delivery room - obviously, he wants things to be very private and intimate! ""
","['Satire', 'Sensational']"
9,"“… Settle down, just don't want to get married and have children... ""
""This time it looks almost different, because he is more affectionate and open to her than usual, but his friends know it won't last until the 23rd Oscar nomination unveils the hidden story behind their film, because the source says he's not ready yet...""
""Leo thinks Nina is a super cool girl,"" the source said
""Their year long relationship seems to be more serious than DiCaprio's other supermodel relationships, but another source close to him said he was just not ready to take the next step.""
""They are still friends."" Get push notifications containing news, features, etc
""It's friendly.""
""Nina and Leo are going their separate ways.""
""They broke up a few days ago,"" according to a source close to them
On Thursday, it was confirmed that the actor and his girlfriend, model Nina Agdal, had announced their separation
""Why did Leonardo DiCaprio break up with Nina Agdal:"" he's not ready to settle down. ""Leonardo DiCaprio is not ready to say goodbye to single life
",['Sensational']
