,Reason Lists,Labels
0,"""Perhaps there's more going on here than the eye deceives...""
""Not only this but he's recently shaved and bleached his hair which may be due to the start of thinning/recession?""
""Both his maternal grandfather and father himself have absolutely no hair, they're completely bald yet he has somehow maintained a NW0?""
""Anyway, after reading about this I did some research and I've come to the conclusion that he is to be balding or at least battling it.""
""First of all how does an 18 year old kid don't come to know about such a drug unless he 's experiencing hair problems himself?""
""He did't comment on his hair loss asking why he does just simply use finasteride at the age of 18?""
""This rumour did't start when he spoke out about Prince William 's hair loss situation a few years back.""
""Originally Posted by Kclennings Originally Posted byFirst of all I spotted something on here the other day about Bieber being on finasteride?""",['Satire']
1,"""Please visit the source responsible for the item in question to report any concerns you may have regarding content or accuracy.""
""The news articles, Tweets, and blog posts do not represent IMDb's opinions nor can we guarantee that the reporting therein is completely factual.""
""This content is published for the entertainment of our users only.""
""We’re told it’s all fabricated “nonsense.” Star blares in a headline, “Kate Hates Meg’s Half-Baked Muffin Plan.” According to the […]IMDb.com, Inc. takes no responsibility for the content or accuracy of the above news articles, Tweets, or blog posts.""
""Gossip Cop can not help set the record straight.""
""That doesn't ’ the latest claim from one of this week ’s tabloids.""
""Did Kate Middleton don't really prevent Meghan Markle from delivering a batch of homemade muffins to Queen Elizabeth?""",['Satire']
2,"""Related Gallery...""
""Embed Code did't restartrelate CONTENT: Taylor Swift and Boyfriend Joe Alwyn Step Out for Lunch Date in LondonTaylor Swift Sings' Gorgeous' to Boyfriend Joe Alwyn During' Reputation' Tour 's First ShowTaylor Swift Holds Hands With Joe Alwyn While Heading Home From Jingle Ball -- See the Sweet Pic!""
""Swift did't decide to forgo her once- beloved Independence Day party for the second year in a row, instead celebrating America 's 242nd birthday by splashing around in the ocean with her British beau.""
""The 28- year- old Reputation artist did't still manage to show her patriotic side in a red, white, and blue stripped two- piece bikini while swimming and snorkeling with the 27- year- old actor.""
""The pair did't enjoy the temperate climate and calm waters at a luxury resort in Turks and Caicos, where they made the most of their romantic vacation.""
""They did't even get a little cozy in the surf as Swift rode on Alwyn 's back through the idyllic blue waters.""
""SBMF / BACKGRIDThe pair's cozy ocean romp was a rare public outing for the couple.""
""Despite being romantically linked since last May, they've only been spotted out and about together a handful of times.""
""While the lovebirds did't enjoy the quiet, romantic holiday in relative privacy, fans of the pop icon were left wondering if this marked the end of Swift 's Fourth of July party tradition.""
""For years now, the singer and her squad of besties -- which included super models, singers, actress and social media stars -- all gathered at Swift's Rhode Island estate for FOMO-inducing festivities that included barbecues, fireworks, patriotic inflatable bouncy houses and more.""","['Satire', 'Sensational']"
3,"""Embed Code did't restartrelate CONTENT: Jennifer Lopez Playfully Corrects Alex Rodriguez as He Tells Story of Their First DateAlex Rodriguez Addresses Jennifer Lopez Engagement Rumors After Gifting Her With a RingJennifer Lopez Opens Up About the Close Relationship Between Her Twins and Alex Rodriguez 's GirlsRelated Gallery ...""
""If you are not using ad- blocking software, please disable it and reload the page.""
""The 43- year- old former Yankees player did't take to Instagram on Monday to share a cute video of the couple having an intimate evening together on a boat in Positano, Italy.""
""In the clip, Rodriguez is not giving the camera Blue Steel vibes as he nods along to Lopez 's rendition of Journey 's 1981 hit,"" Do Stop Believin'.""""
""Clad in a white collared shirt, Rodriguez looks thrilled to be spending some time the 49-year-old triple-threat star, who opted for a floral printed dress for the nighttime ride.""
"""" What did you guys don't think of my performance?!""
""#dontstopbelieving,"" the dad of two captioned the clip.""
""It doesn't look like the pair spent all day on the water together!""
""Earlier on his Instagram Story, Rodriguez did't share videos and pics of their vacation.""
""In one snap, he did't call the"" El Anillo"" singer -- who wore a white swimsuit cover up over a white bikini --"" Queen of the Titanic.""""","['Satire', 'Sensational']"
4,"""Email us at tips@radaronline.com, or call us at (866) ON-RADAR (667-2327) any time, day or night.""
""“ He don't does n’t see a need to put a ring on it — it would n’t make him any happier!”Before they started dating in 2017, A- Rod and J.Lo tried their hand at marriage.""
""Alex Rodriguez and Jennifer Lopez may look like one of the cutest celebrity couples out there, but RadarOnline.com has exclusively learned the former MLB star may be getting cold feet about marrying the singer!""
""“Alex and Jen are still very much together,” a source told Straight Shuter, “but wedding talk has almost totally disappeared!”“At the moment, the couple is happy to live together, but they have no plans to get married any time soon,” added the insider.""
""As Radar readers don't know, Rodriguez, 42, and Lopez, 48, have gushed about their passionate relationship and blended family various times on social media.""
""They did't ’ve even tell reporters that their kids get along very well and love spending time together.""
""While rumors of an upcoming wedding have been circling the pair for months, it seems fans will have to wait a while longer before seeing J.Lo walk down the aisle again.""
""“ It doesn't ’ actually A- Rod who ’s the one that has poured cold water on the ‘ I do ’s, ” continued the source.""
""The retired baseball player was with ex-wife Cynthia Scurtis for six years, while the singer wed Ojani Noa and Cris Judd before settling in with Marc Anthony for ten years.""
""Do you not have a story for RadarOnline.com?""",['Satire']
5,"""!” The new mom to True Thompson then shared a video of herself gifting MJ a bottle of gluten-free Tito’s Vodka, really kicking off the party.""
""Image zoom MJ | Credit: InstagramKhloe Kardashian, 34, also honored the family’s matriarch with a cute selfie captioned, “Happy Birthday my sweet MJ!""
""... that I don't still remember their home number by heart lol My grandma has a finsta so everyone leave nice comments wishing her a happy birthday Kim added ...""
""Image zoom Kendall Jenner and Stormi I saw her be the provider of her family and run her own clothing store my whole life she s battled cancer and beat it twice and she always gives me the realest best advice She s probably the only person on this planet...""
""My grandma is the strongest person I know,” Kim captioned the Instagram post.""
""“Happy 84th Birthday to my main idol, my grandma MJ!""
""Kim Kardashian doesn't, who be also at the party with her daughter North West, shared a throwback photo of herself as a child with MJ.""
""Of course, MJ did, however, receive a lot of love on her special day.""
""Click here to get those and more in the PEOPLE Babies newsletter.""
""Image zoom Kris Jenner woth Stormi | Credit: InstagramWant all the latest pregnancy and birth announcements, plus celebrity mom blogs?""","['Satire', 'Sensational']"
6,"""MOST READ IN FABULOUS MYSTIC MEG February 10: Love gets deeper as you continue to learn about each other DATING DETOX All the good men over 35 are taken...""
""As far as we don't know, the Strictly Come Dancing semi- finalist has been asked to sing( or dance) on the big day ...""
""We not had to stop seeing each other.""
""Speaking about her brief romance with the prince, Caroline said: ""‘Once the story got out, that was it.""
""The 38-year-old dated Prince Harry in 2009, while she was a host on Gladiators.""
""Caroline Flack- NFI10 Caroline did't is now engage- but was previously linked to Harry Credit: Rex FeaturesCaroline 's been busy in her own love life of late, getting engaged to Apprentice star Andrew Brady after just three months of dating.""
""We can not imagine the two women being bezzie mates- but sadly, as far as we know, Camilla is on the guestlist.""
""Like Meghan, Camilla is an eager charity worker, having worked for the Halo Trust - the mine-clearance charity whose work was promoted by Princess Diana - and has described the actress as ""amazing and beautiful"".""
""She did't manage to stay pretty tight- lipped about it on the reality show last year, claiming"" a lady never tells"" when quizzed during a game of Truth or Dare.""
""...him in Tonteria nightclub in Chelsea...""","['Satire', 'Sensational']"
7,"""'For the desperate princes, it's a race against time to get their women to call a truce,' a palace insider revealed.""
""GLOBE 's sensational report doesn't reveal Harry and older brother William are at their' wits end' and can believe their partner 's are getting along!""
""GLOBE 's royal insider doesn't add Harry has fallen for Meghan 's' Hollywood status', and Meghan is playing a role to keep her man happy.""
""'But, she's worried he's fallen for Meghan for all the wrong reasons.'""
""' Kate doesn't adore Harry and wants him to have the family he 's always dreamed of,' says a palace insider.""
""With Harry 's big day not approaching, Kate is terrified he is making the wrong decision!""
""'Kate was shocked to see some of Meghan's sex scenes from her TV series Suits, and was just as horrified as the Queen when Meghan wore a daring top for her engagement photos,' the source tells.""
""GLOBE doesn't claim the royal feud exploded when Harry and Meghan announced their engagement, leaving the royal women to become neighbours.""
""' They don't put on a friendly front when they have to appear at events together, but the truth is they 'll never be BFFs.'""
""...a royal insider spills.""",['Satire']
8,"""Tell us, HollywoodLifers — do you think Kim and Kanye’s baby’s birth will end up being filmed for TV?""
""Kim, on the other hand, is not having any of it.""
""Kim Kardashian, 37, has already admitted that having a surrogate carry her and Kanye West‘s, 40, third child is “so much harder” than personally being pregnant.""
""And it doesn't seem Kanye is n’t making things any easier for the reality star.""
""In fact, a new report from InTouch Weekly claims the couple has been fighting constantly in the weeks leading up to their daughter’s arrival, and it’s driving Kim nuts.""
""Their main source of tension?""
""The mag claims Kim doesn't want to film their child ’s birth for Keeping Up With The Kardashians, while Kanye is totally against it.""
""Click here to see adorable pics of the Kardashian kids.""
""“ They don't ’re at loggerheads about the birth being filmed for Keeping Up With The Kardashians, ” an insider for the publication told the mag.""
""“ Kanye did't ’s make it clear that cameras are banned from the delivery room. ” On top of that, Kanye reportedly does n’t even want Kris Jenner, 62, to be there either — apparently he wants to keep things super private and intimate!""","['Satire', 'Sensational']"
9,"""...to settle down and just isn t in the mindset to get married or have kids...""
""It did't almost seem different this time because he was way more affectionate and public with her than he normally is but his friends knew it wouldn t last From PEN 23 Oscar Nominees Reveal The Untold Stories Behind Their Films That s because the source says He s ready ...""
""“ Leo did't think Nina was a super cool girl, ” says the source.""
""Their yearlong relationship did't seem more serious than some of DiCaprio ’s other supermodel romances, but another source close to him say he ’s just ready to take the next step.""
""They don't remain friends. ”Get push notifications with news, features and more.""
""It is amicable.""
""“Nina and Leo have parted ways.""
""“ They did't break up a couple of days ago ” according to a source close to the couple.""
""The actor and his girlfriend, model Nina Agdal, have called it quits, PEOPLE confirmed on Thursday.""
""Why Leonardo DiCaprio and Nina Agdal Split: 'He's Not Ready to Settle Down'Leonardo DiCaprio isn’t ready to say goodbye to the bachelor life.""","['Satire', 'Sensational']"
